SCRAM,CYCLE,EST_ST,EST_MSA,REGION,HWEIGHT,PWEIGHT,TBIRTH_YEAR,ABIRTH_YEAR,RHISPANIC,AHISPANIC,RRACE,ARACE,EEDUC,AEDUC,MS,EGENID_BIRTH,AGENID_BIRTH,GENID_DESCRIBE,SEXUAL_ORIENTATION,THHLD_NUMPER,AHHLD_NUMPER,THHLD_NUMKID,AHHLD_NUMKID,THHLD_NUMADLT,KIDS_LT5Y,KIDS_5_11Y,KIDS_12_17Y,ENRPUBCHK,ENRPRVCHK,ENRHMSCHK,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,ENROLLNONE,ACTVDUTY1,ACTVDUTY2,ACTVDUTY3,ACTVDUTY4,ACTVDUTY5,RECVDVACC,HADCOVIDRV,SYMPTOMS,LONGCOVID,SYMPTMNOW,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,EXPNS_DIF,TWDAYS,CURFOODSUF,CHILDFOOD,FOODRSNRV1,FOODRSNRV2,FOODRSNRV3,FOODRSNRV4,FREEFOOD,SCHLFDHLP_RV1,SCHLFDHLP_RV2,SCHLFDHLP_RV3,SCHLFDHLP_RV4,SCHLFDHLP_RV5,FDBENEFIT1,ANXIOUS,WORRY,INTEREST,DOWN,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,PRIVHLTH,PUBHLTH,SEEING,HEARING,REMEMBERING,MOBILITY,SELFCARE,UNDERSTAND,TENURE,RENTCHNG,LIVQTRRV,RENTCUR,MORTCUR,TMNTHSBHND,EVICT,FORCLOSE,ENERGY,HSE_TEMP,ENRGY_BILL,INCOME,SYMPTMIMPCT,PRICECHNG,PRICESTRESS,PRICECONCRN,TWDAYS_RESP,FRMLA_YN,FRMLA_AGE,FRMLA_DIFFCLT,GAS1,GAS2,GAS3,GAS4,SCHLFDHLP_RV6,SCHLFDHLP_RV7,SCHLFDHLP_RV8,FDBENEFIT2,SCHLFDEXPNS,ND_DISPLACE,ND_TYPE1,ND_TYPE2,ND_TYPE3,ND_TYPE4,ND_TYPE5,ND_HOWLONG,ND_DAMAGE,ND_FDSHRTAGE,ND_WATER,ND_ELCTRC,ND_UNSANITARY,ND_ISOLATE,ND_CRIME,ND_SCAM,FDBENEFIT3,BABY_FED,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,MOVEWHY1,MOVEWHY2,MOVEWHY3,MOVEWHY4,MOVEWHY5,MOVEWHY6,MOVEWHY7,MOVEWHY8,MOVED,WHENCOVIDRV1,WHENCOVIDRV2,WHENCOVIDRV3,VETERAN1,VETERAN2,VETERAN3,VETERAN4,VETERAN5,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,CHILDCARE_RSLT8,CHILDCARE_RSLT9,SOCIAL1,SOCIAL2,SUPPORT1,SUPPORT2,SUPPORT3,SUPPORT4,SUPPORT1EXP,RVACCDATE,RSVVACC
P010000265,1,09,,1,1057.5664162,1990.8960733,1957,2,1,2,1,2,4,2,1,1,2,-88,3,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,2,-88,-88,-88,2,1,3,-88,3,4,1,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-99,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,-88,2,-88,-88,-88,-88,-88,4,2,3,5,-88,-99,-88,2,-88,-88,-88,-88,-99,1,-99,-99,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,3,2,2,1,1,4,3,2
P010000266,1,26,,3,2916.0071598,5560.8846636,1963,2,1,2,1,2,3,2,2,2,2,-88,2,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,2,1,1,2,2,-88,4,4,4,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,1,2,4,4,4,2,2,1,1,2,2,2,2,2,1,2,1,3,3,2,2,2,-88,2,-88,1,-88,-88,-88,1,4,3,1,2,1,1,1,-88,-88,-88,-88,1,1,-99,-99,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,-99,-99,-99,1,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,4,1,1,1,2,2,2,2,2
P010000267,1,42,,1,1306.2015589,1224.368556,1957,2,1,2,1,2,6,2,5,2,2,2,2,1,2,0,2,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,1,2,-88,2,2,-88,5,3,4,2,-88,1,-99,-99,-99,1,-88,-88,-88,-88,-88,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,6,1,-88,-88,-88,-88,4,4,4,1,-88,1,2,1,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-88,-88,-88,-88,-88,-99,-99,-99,-99,-99,1,-99,-99,2,-99,-99,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,4,2,3,2,2,1,1,2
P010000268,1,31,,3,519.20265175,972.39229908,1984,2,1,2,1,2,5,2,1,2,2,-88,3,5,2,3,2,2,-99,1,1,1,-99,-99,3,-99,-99,-99,-99,-99,-99,1,-99,1,1,3,2,2,2,1,3,-88,1,1,1,-88,-88,-88,-88,-88,2,-99,-99,1,-99,-99,-99,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,-88,2,-88,1,-88,-88,-88,4,4,4,4,-88,1,3,2,4,-88,-88,-88,-99,-99,-99,1,-99,-99,-99,-99,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,-88,-88,-88,-88,-88,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,3,1,2,1,2,2,2,-88
P010000269,1,28,,2,5036.2851813,9320.8356418,1944,2,1,2,1,2,3,2,1,1,2,-88,2,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,2,1,2,2,2,-88,5,2,4,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,2,3,2,2,2,-88,2,-88,1,-88,-88,-88,4,4,4,2,-88,1,3,2,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,1,-99,-99,-99,1,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,4,4,1,1,1,4,1,2
P010000270,1,46,,3,326.36788695,626.56212249,1959,2,1,2,1,2,5,2,1,2,2,2,2,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,2,2,2,2,1,2,-88,2,4,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,3,3,1,2,1,1,1,2,-88,2,-88,1,-88,-88,-88,3,3,1,4,-88,1,2,2,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,4,2,2,3,1,4,1,2
P010000271,1,09,,1,1386.963797,2610.9951441,1964,2,1,2,1,2,3,2,1,2,2,-88,2,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,2,-88,-88,-88,2,1,2,-88,1,4,2,-88,-99,-99,-99,1,2,-88,-88,-88,-88,-88,-99,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,-88,2,-88,-88,-88,-88,-88,4,4,4,6,-88,1,3,3,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,5,2,1,4,1,2,3,2
P010000272,1,24,47900,2,2494.1290928,6931.0462905,1990,2,1,2,2,2,7,2,4,1,2,1,3,3,2,0,2,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,3,1,2,1,1,4,-88,4,2,3,-88,1,-99,-99,-99,2,-88,-88,-88,-88,-88,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,-88,3,-88,-88,-88,-88,-88,1,2,1,3,-88,4,-88,3,2,-88,-88,-88,1,-99,-99,-99,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,4,2,1,1,1,2,1,-88
P010000273,1,36,35620,1,4692.6754308,4428.2051596,1973,2,1,2,1,2,6,2,5,2,2,3,1,1,2,0,2,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,1,2,-88,1,2,-88,9,2,4,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,4,2,2,4,-99,1,-99,-99,-99,-99,-99,-99,1,3,1,1,1,1,1,1,3,4,6,1,-88,-88,-88,-88,4,3,4,2,-88,1,1,1,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,1,-88,-99,-99,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,3,2,1,1,2,4,1,-88
P010000274,1,06,41860,4,862.4618783,2492.1957988,1958,2,1,2,3,2,4,2,1,1,2,-88,2,3,2,0,2,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,3,1,2,2,2,-88,5,1,4,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,1,1,1,1,-99,-99,1,2,-99,-99,-99,-99,3,1,1,1,1,2,1,1,3,3,3,2,-88,0,4,-88,3,3,4,4,-88,1,2,2,-88,-88,-88,-88,-99,-99,1,-99,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,1,-88,-99,-99,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,5,5,4,2,1,-99,3,2,2
P010000275,1,40,,2,1000.2056088,1894.7834941,1983,2,1,2,1,2,4,2,5,1,2,-88,2,5,2,3,2,2,1,1,1,1,-99,1,1,-99,1,-99,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,2,1,2,-88,-88,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,2,-88,-88,-88,-88,-88,-88,-88,-88,3,3,1,1,2,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,2,1,1,1,1,3,-88,-88
P010000276,1,36,35620,1,7135.8243747,6733.6628709,1946,2,1,2,1,2,5,2,2,2,2,2,2,1,2,0,2,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,2,2,-88,7,2,4,2,-88,1,-99,-99,-99,1,-88,-88,-88,-88,-88,-99,2,2,1,1,-88,-88,-88,-88,-88,-88,-88,-88,3,3,2,1,2,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,3,3,2,4,1,3,-88,-88
P010000277,1,18,,3,1169.5439676,1103.4384758,1971,2,1,2,1,2,7,2,3,2,2,-88,2,3,2,2,2,1,-99,1,-99,1,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,1,2,-88,-88,-88,2,1,2,-88,4,3,1,-88,-88,-88,-88,-88,2,-99,-99,-99,-99,-99,-99,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,-88,2,-88,1,-88,-88,-88,4,4,4,7,-88,1,2,2,3,-88,-88,-88,1,-99,-99,-99,-99,-99,1,-99,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,1,1,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,1,-99,-99,4,1,1,1,4,1,3,2,-88
P010000278,1,27,,3,2477.8959804,11348.736331,1960,2,1,2,1,2,3,2,2,2,2,2,2,5,2,0,2,5,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,2,-88,-88,-88,2,2,-88,5,1,3,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,-88,2,-88,1,-88,-88,-88,4,4,4,3,-88,1,3,3,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,5,4,1,1,1,4,1,2
P010000279,1,09,,1,1012.9037481,1906.8174479,1995,2,2,2,1,2,6,2,5,1,2,1,4,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,1,2,-88,2,1,2,-88,2,1,2,-88,1,-99,-99,-99,2,-88,-88,-88,-88,-88,-99,3,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,3,1,5,1,-88,-88,-88,-88,4,2,4,5,-88,1,2,3,4,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-99,-99,1,-99,-99,-99,-99,-99,2,-99,-99,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,4,1,1,1,1,1,1,-88
P010000280,1,10,,2,250.33698377,469.20885665,1960,2,1,2,1,2,7,2,1,1,2,1,1,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,2,-88,-88,-88,2,2,-88,5,1,3,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,1,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,3,3,1,1,1,1,1,1,1,-88,2,-88,-88,-88,-88,-88,4,4,4,-88,-88,2,-88,3,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,5,4,3,1,1,4,2,-88
P010000281,1,34,37980,1,3388.4540705,3187.4964285,1980,2,2,2,2,2,5,2,5,1,2,1,1,1,2,0,2,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,3,2,2,2,1,2,-88,1,4,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,3,4,6,1,-88,-88,-88,-88,4,1,4,3,-88,1,3,2,-88,-88,-88,-88,-99,-99,-99,1,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,1,-88,1,1,-99,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,1,1,2,1,4,2,-88
P010000282,1,26,19820,3,713.94529631,1361.5081278,1981,2,1,2,1,2,5,2,1,1,2,1,2,4,2,2,2,2,-99,-99,1,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,2,2,-88,-88,-88,2,1,2,-88,2,1,2,3,1,-99,-99,-99,2,1,-99,-99,-99,-99,-99,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,-88,2,-88,1,-88,-88,-88,3,1,3,4,-88,1,1,1,4,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,1,-99,-99,-99,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,5,3,3,4,1,4,-88,-88
P010000283,1,39,,3,3962.6806047,3635.2812161,1979,2,1,2,1,2,4,2,1,2,2,2,2,5,2,4,2,1,1,1,-99,1,-99,-99,2,-99,-99,-99,1,-99,-99,-99,-99,1,1,2,2,2,2,2,-88,2,3,4,2,3,-99,-99,-99,1,1,-99,1,-99,-99,-99,-99,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,-88,2,-88,1,-88,-88,-88,2,4,4,4,-88,1,1,1,-88,2,-88,-88,-99,-99,-99,1,-99,-99,-99,1,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-88,2,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,1,-99,-99,-99,-99,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,3,1,1,2,1,3,3,-88
P010000284,1,34,35620,1,2115.1544456,1989.711857,1995,2,1,2,4,2,6,2,5,1,2,1,1,1,2,0,2,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,2,1,2,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,3,3,1,1,1,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,2,2,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,4,2,1,1,1,3,-88,-88
P010000285,1,54,,2,301.01052699,564.30166514,1979,2,1,2,1,2,6,2,1,2,2,2,2,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,1,3,1,2,2,1,2,-88,2,2,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,-88,2,-88,2,1,-88,3,1,2,1,5,-88,1,1,1,2,-88,-88,-88,1,-99,-99,-99,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,5,4,4,2,1,4,3,-88
P010000286,1,50,,1,173.4136003,333.26340725,1989,2,1,2,1,2,7,2,1,2,2,2,2,3,2,1,2,2,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,1,1,2,2,2,2,1,2,-88,1,3,1,-88,-88,-88,-88,-88,2,-99,-99,-99,-99,-99,-99,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,3,1,1,1,1,1,1,2,-88,2,-88,1,-88,-88,-88,4,4,4,8,-88,3,-88,2,3,2,-88,-88,-99,-99,-99,1,-99,-99,1,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,1,-99,-99,-99,-99,1,-99,1,1,-99,-99,-99,1,-99,-99,1,4,2,2,2,1,4,1,-88
P010000287,1,48,26420,2,1203.8641632,2225.6922731,1965,2,1,2,1,2,6,2,1,2,2,2,2,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,2,-88,-88,-88,2,1,4,-88,2,1,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,-88,2,-88,1,-88,-88,-88,4,4,4,6,-88,1,1,1,-99,-88,-88,-88,-99,1,-99,-99,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,4,3,2,1,2,4,3,-88
P010000288,1,20,,3,621.01561821,1146.6330887,1984,2,1,2,1,2,7,2,3,2,2,2,2,4,2,2,2,2,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,2,1,4,2,2,2,1,2,-88,2,4,1,-88,-88,-88,-88,-88,2,-99,-99,-99,-99,-99,-99,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,-88,2,-88,1,-88,-88,-88,4,4,4,4,-88,1,2,2,-88,1,3,3,-99,-99,-99,1,-99,-99,1,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,2,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-99,1,1,-99,-99,-99,-99,1,1,1,1,1,-99,-99,1,-99,-99,2,3,4,1,1,1,4,-88,-88
P010000289,1,53,,4,806.23790504,1509.2241124,1966,2,1,2,1,2,7,2,5,2,2,2,2,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,2,1,3,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
P010000290,1,08,,4,1400.1974177,2642.8159768,1990,2,1,2,2,2,6,2,1,2,2,-88,2,4,2,2,2,2,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,2,2,-88,-88,-88,2,1,3,-88,1,4,1,-88,-88,-88,-88,-88,2,-99,-99,-99,-99,-99,-99,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,3,3,3,1,-88,-88,-88,-88,4,4,4,5,-88,1,4,4,-88,1,3,3,-99,-99,-99,1,-99,-99,1,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,3,3,-88,-88,-88,-99,-99,-99,-99,-99,1,-99,-99,1,-88,-88,-88,-99,1,-99,-99,-99,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,5,2,1,4,4,3,-88,-88
P010000291,1,12,33100,2,979.48522209,1951.1412592,1960,2,1,2,1,2,7,2,1,1,2,-88,1,2,2,0,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,2,1,3,-88,1,3,1,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-99,1,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,3,3,1,1,1,1,1,1,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,3,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,4,4,3,4,1,4,-88,-88
